"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BH6M59LB","conferencePaper","2019","Wedlich-Zachodin, Kerstin Vanessa; Michaelis, Olaf; Neuroth, Heike","Aktives Datenmanagement mit RDMO","","","","","https://opus4.kobv.de/opus4-bib-info/frontdoor/index/index/docId/16498","In diesem Hands-on Lab sollen die Teilnehmer die Möglichkeit erhalten einen aktiven Datenmanagementplan mit Hilfe der webbasierten Software Research Data Management Organiser (RDMO) zu erstellen. Datenmanagementpläne sind nicht nur eine Anforderung von Förderern, sondern auch ein elementarer Bestandteil von gutem Datenmanagement, welches die Auffindbarkeit, Zugänglichkeit, Interoperabilität und Wiederverwendbarkeit von Daten ermöglicht. Anstatt eines einmaligen Erstellens eines solchen Planes wird hier ein lebendiges Dokument geschaffen an dem gemeinsam gearbeitet werden kann. Die Informationen können stets aktualisiert werden, es können Deadlines festgelegt werden, das Ergebnis in verschiedenen Formaten ausgegeben werden und vieles mehr. In einem kurzen Vortrag werden Datenemangementpläne erklärt und die neuesten Features der Software vorgestellt. Anschließend kann die Software von den Teilnehmern selbst ausprobiert werden.Für die Teilnahme ist ein eigener Laptop mit Internetzugang mitzubringen. Vorkenntnisse sind für eine Teilnahme nicht notwendig.","2019","2024-07-30 12:27:30","2024-09-02 12:52:03","2024-07-30 12:27:30","","","","","","","","","","","","","","de","9","","","","opus4.kobv.de","","","","C:\Users\lanza01\Zotero\storage\B4K4G823\16498.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2V4LB6EF","document","2019","Enke, Harry; Klar, Jochen; Michaelis, Olaf; Neuroth, Heike; Wuttke, Ulrike; Kramer, Claudia; Wedlich-Zachodin, Kerstin Vanessa; Tristram, Frank; Ludwig, Jens","Research data management organiser","","","","","https://rdmorganiser.github.io/img/promo/rdmo-poster_escience_tage_2019.pdf","","2019","2024-07-30 12:28:08","2024-12-28 13:36:47","","","","","","","","","","","","","","","de","","","","","","","","","C:\Users\lanza01\Zotero\storage\G5ZCTLBS\Enke et al. - Research data management organiser.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NU2ZMXMI","presentation","2019","Wuttke, Ulrike; Klar, Jochen","How FAR is FAIR? : der öffentliche Zugang zu geisteswissenschaftlichen Forschungsdaten als gute wissenschaftliche Praxis und die Rolle des Forschungsdatenmanagements","","","","","https://edoc.bbaw.de/frontdoor/index/index/docId/3269","Durch die zunehmende Digitalisierung nimmt die Bedeutung von Forschungsdaten in den Geisteswissenschaften, insbesondere in den Digital Humanities, zu. Dabei rücken in den letzten Jahren verstärkt Open Science-Paradigmen, wie der möglichst offene Zugang zu den Daten und die FAIR Data Principles (Findable, Accessible, Interoperable, Reuseable) in den Fokus. Diese bedeuten einen Paradigmenwechsel für Wissenschaftler*innen und Wissenschafts- und Gedächtnisinstitutionen und erfordern die Kooperation im Rahmen nationaler und internationaler Infrastrukturen. Zur Förderung guter Datenmanagementpraktiken verlangen verschiedene nationale und internationale Förderorganisationen bei Projektanträgen Auskunft über den Umgang mit nachgenutzten oder erstellten Forschungsdaten, z. B. in der Form von Datenmanagementplänen (DMPs). Inzwischen setzt sich die Erkenntnis durch, dass es nicht mit einem einmaligen Datenmanagementplan getan ist, sondern dass DMPs während des Projektverlaufs angepasst werden müssen, um das Forschungsdatenmanagement aktiv und unter Einbeziehung aller relevanten Stakeholder zu unterstützen und seine Potenziale auszuschöpfen (aktives Forschungsdatenmanagement). Hierfür wird im Rahmen eines DFG-Projekts das Werkzeug Research Data Management Organizer (RDMO) entwickelt. Der Vortrag gibt eine Einführung in die wichtigsten Begrifflichkeiten und Konzepte des geisteswissenschaftlichen Forschungsdatenmanagements und seine Bedeutung für die Sicherung der guten wissenschaftlichen Praxis, die Qualitätssicherung der Forschungsdaten und die Erhöhung des Impacts der Resultate digitaler geisteswissenschaftlicher Forschung und führt diesbezüglich in Funktionalitäten und Anwendungsmöglichkeiten des Werkzeugs RDMO ein. Präsentationsfolien für einen Vortrag im Rahmen des DH-Kolloquiums an der Berlin-Brandenburgischen Akademie der Wissenschaften (BBAW) am 02.08.2019.","2019-10-15","2024-07-30 12:28:55","2024-09-02 12:22:03","2024-07-30 12:28:55","","","","","","","How FAR is FAIR?","","","","","","Berlin-Brandenburgische Akademie der Wissenschaften","mul","https://creativecommons.org/licenses/by/4.0/deed.de","","","","","","","","C:\Users\lanza01\Zotero\storage\LMI8VINF\Wuttke und Klar - How FAR is FAIR  der öffentliche Zugang zu geist.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBNUAG5B","presentation","2024","Wedlich-Zachodin, Kerstin Vanessa; Soltau, Kerstin; Rodenburg, Elisa; Kuusniemi, Mari Elisa","Research Data Management Working Group Webinar - Data Management Plans: Use and Reuse (Slides)","","","","","https://zenodo.org/records/10649084","The LIBER Research Data Management Working Group webinar, ‘Data Management Plans: Use and Reuse’, took place on the 1st of February 2024. The webinar invited participants to think about how the content of data management plans can be used in libraries or other institutions, and what kind of information DMPs contain that can be reused for other purposes. Speakers: Dr. Kerstin Wedlich-Zachodin (KIT) and Kerstin Soltau (FIZ Karlsruhe). Linking a DMP tool to a repository: an update on the use of RDMO and RADAR Elisa Rodenburg (VU Amsterdam). Reusing DMP content for other purposes.  Mari Elisa Kuusniemi (Helsinki University Library). Targeted marketing of institutional long-term preservation archive. Moderator: Kirsten Krogh Kruuse (AU Library, Royal Danish Library) Watch the webinar recording: https://www.youtube.com/watch? More information about the RDM Working Group: https://libereurope.eu/working-group/research-data-management/","2024-02-12","2024-07-30 12:30:10","2024-09-02 12:51:47","2024-07-30 12:30:10","","","","","","","Research Data Management Working Group Webinar - Data Management Plans","","","","","","","en","","","","","","","DOI: 10.5281/zenodo.10649084","","","","","research data; research data management; DMP; open science; libraries; research libraries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9PN885E","journalArticle","2022","Helling, Patrick; Kellendonk, Stefan; Lemaire, Marina","Kernaspekte der Beratung im Forschungsdatenmanagement: Ein Bericht über die GO UNITE! Workshopreihe zur Umsetzung und Modellierung von FDM-Beratungen in der Praxis","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2022.2.8510","https://bausteine-fdm.de/article/view/8510","Forschungsdatenmanagement (FDM) stellt nicht nur für Forschende, sondern auch für FDM-Servicestellen, Datenzentren und Helpdesks, deren Aufgabe es ist, Wissenschaftler*innen beim Umgang mit Forschungsdaten zu unterstützen, eine Herausforderung dar. Ein zentrales Angebot dieser Serviceeinrichtungen ist die passgenaue Beratung von Forschenden. Die Gestaltung solcher Beratungsangebote ist i. d. R. durch die anbietenden Institutionen selbst gestaltet und von unterschiedlichen Einflussfaktoren wie bspw. der eigenen institutionellen Einbettung, der personellen und finanziellen Ausstattung, des institutionellen Arbeitsauftrags sowie den FDM-Bedarfen der Forschenden selbst geprägt. Praxisbeispiele und Standards in der FDM-Beratung scheinen noch nicht zu existieren. Dieser Workshop-Bericht dokumentiert die Ergebnisse von insgesamt zwei FDM-Community-Veranstaltungen, die im Rahmen von GO UNITE!, dem deutschsprachigen Ableger des GO FAIR Implementation Network Data Stewardship Competence Centers (DSCC-IN), veranstaltet wurden. Ziel der Workshops war es, einen interaktiven Austausch über Organisation, Umsetzung und Analyse von FDM-Beratungsgesprächen aus der Praxis heraus zu ermöglichen, um sich auf diese Weise community-getriebenen Standards in der Beratung von Forschenden bei der Umsetzung ihres Forschungsdatenmanagements zu nähern.","2022-12-24","2024-07-30 12:52:08","2024-09-02 11:12:34","2024-07-30 12:52:08","","","2","","","","Kernaspekte der Beratung im Forschungsdatenmanagement","","","","","","","de","Copyright (c) 2022 Patrick Helling, Stefan Kellendonk, Marina Lemaire","","","","bausteine-fdm.de","","Number: 2","","C:\Users\lanza01\Zotero\storage\3PP527UA\Helling et al. - 2022 - Kernaspekte der Beratung im Forschungsdatenmanagem.pdf","","","Forschungsdatenmanagement; Beratung; Beschreibungsmodell; FDM-Service; Protokoll; Workshopbericht","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRMXI24D","journalArticle","2022","Senagi, Kennedy; Tonnang, Henri E. Z.","A Novel Tightly Coupled Information System for Research Data Management","Electronics","","2079-9292","10.3390/electronics11193196","https://www.mdpi.com/2079-9292/11/19/3196","Most research projects are data driven. However, many organizations lack proper information systems (IS) for managing data, that is, planning, collecting, analyzing, storing, archiving, and sharing for use and re-use. Many research institutions have disparate and fragmented data that make it difficult to uphold the FAIR (findable, accessible, interoperable, and reusable) data management principles. At the same time, there is minimal practice of open and reproducible science. To solve these challenges, we designed and implemented an IS architecture for research data management. Through it, we have a centralized platform for research data management. The IS has several software components that are configured and unified to communicate and share data. The software components are, namely, common ontology, data management plan, data collectors, and the data warehouse. Results show that the IS components have gained global traction, 56.3% of the total web hits came from news users, and 259 projects had metadata (and 17 of those also had data resources). Moreover, the IS aligned the institution's scientific data resources to universal standards such as the FAIR principles of data management and at the same time showcased open data, open science, and reproducible science. Ultimately, the architecture can be adopted by other organizations to manage research data.","2022","2024-07-08 09:28:01","2024-09-02 10:04:08","","3196","","19","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVW4MREG","book","2023","","A comprehensive data analytics framework to support research data management in distributed systems","","","","","https://www.researchgate.net/profile/m-yazdi-4/publication/378175707_a_comprehensive_data_analytics_framework_to_support_research_data_management_in_distributed_systems/links/65cb915634bbff5ba70ef052/a-comprehensive-data-analytics-framework-to-support-research-data-management-in-distributed-systems.pdf","","2023","2024-09-02 07:33:22","2024-09-02 07:33:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZKH55MH","conferencePaper","2023","Kiesler, Natalie; Schiffner, Daniel; Nieder-Vahrenholz, Axel","Adapting RDMO for the Efficient Management of Educational Research Data","21. Fachtagung Bildungstechnologien (DELFI)","978-3-88579-732-6","","10.18420/delfi2023-51","https://dl.gi.de/items/86e5c384-8852-4cc9-aa9d-a61856c93bc9","Research data management has become a core element of research projects in educational technology research. Tools like the Research Data Management Organiser (RDMO) offer support to researchers by gathering metadata of (planned) projects, studies and their output in a structured manner. It further facilitates machine actionable components so that metadata and information can be exchanged by connecting metadata, repositories, and institutions. In this demo, we present a use case of RDMO at a German research data center. Therein, we adapt RDMO's export plugin so that it generates JSON in the data structure of the German Network of Educational Research Data, and thus allows the export of metadata from RDMO to research data centers. This proof-of-concept thus presents an application scenario of RDMO, and how it can contribute to an improved data management process in educational technology research.","2023","2024-09-02 07:33:22","2024-09-02 12:15:03","","271–272","","","","","","","GI-Edition Proceedings","","","","Gesellschaft für Informatik","Bonn","","","","","","","","ISSN: 3885797321","","","","","","Röpke, René; Schroeder, Ulrik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3E5BJUT","journalArticle","2018","Simms, Stephanie; Jones, Sarah; Miksa, Tomasz; Mietchen, Daniel; Simons, Natasha; Unsworth, Kathryn","A Landscape Survey of ActiveDMPs","International Journal of Digital Curation","","1746-8256","10.2218/ijdc.v13i1.629","","","2018","2024-09-02 07:33:22","2024-10-29 08:23:22","","204–214","","1","13","","","","","","","","","","","","","","","","","","","","https://ijdc.net/index.php/ijdc/article/view/629/526","data management plan; survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8S8BPEU","journalArticle","2022","Wagner, Michael; Henzen, Christin","Quality Assurance for Spatial Research Data","ISPRS International Journal of Geo-Information","","2220-9964","10.3390/ijgi11060334","https://www.mdpi.com/2220-9964/11/6/334","In Earth System Sciences (ESS), spatial data are increasingly used for impact research and decision-making. To support the stakeholders' decision, the quality of the spatial data and its assurance play a major role. We present concepts and a workflow to assure the quality of ESS data. Our concepts and workflow are designed along the research data life cycle and include criteria for openness, FAIRness of data (findable, accessible, interoperable, reusable), data maturity, and data quality. Existing data maturity concepts describe (community-specific) maturity matrices, e.g., for meteorological data. These concepts assign a variety of maturity metrics to discrete levels to facilitate evaluation of the data. Moreover, the use of easy-to-understand level numbers enables quick recognition of highly mature data, and hence fosters easier reusability. Here, we propose a revised maturity matrix for ESS data including a comprehensive list of FAIR criteria. To foster the compatibility with the developed maturity matrix approach, we developed a spatial data quality matrix that relates the data maturity levels to quality metrics. The maturity and quality levels are then assigned to the phases of the data life cycle. With implementing openness criteria and matrices for data maturity and quality, we build a quality assurance (QA) workflow that comprises various activities and roles. To support researchers in applying this workflow, we implement an interactive questionnaire in the tool RDMO (research data management organizer) to collaboratively manage and monitor all QA activities. This can serve as a blueprint for use-case-specific QA for other datasets. As a proof of concept, we successfully applied our criteria for openness, data maturity, and data quality to the publicly available SPAM2010 (crop distribution) dataset series.","2022","2024-07-08 09:28:01","2024-09-02 10:04:23","","334","","6","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWZM5N52","document","2022","Weiß, Bastian","Optimierung ist wichtig, Veröffentlichen aber auch","","","","","https://mediarep.org/bitstreams/bdf7a183-6e8f-4f48-860a-7a8e5237b771/download","","2022","2024-07-08 09:28:01","2024-09-02 10:55:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISUP737H","book","2024","","Praxishandbuch Wissenschaftliche Bibliothekar:innen: Wandel von Handlungsfeldern, Rollen und Perspektiven im Kontext der digitalen Transformation","","978-3-11-079037-5","","","","Die digitale Transformation stellt wissenschaftliche Bibliothekar:innen vor neue Herausforderungen, die nicht nur den praktischen Umgang mit neuen Technologien betreffen, sondern die eine neue Art des Handelns, Kommunizierens, Kooperierens sowie ein neues professionelles Rollenverständnis hervorgebracht haben. Dies entspricht längst nicht mehr dem klassischen Selbstverständnis des \glqqhöheren Dienstes\textquotedbl, in dessen Mittelpunkt eine auf den Bestand fokussierte Fachreferatsarbeit stand und dessen Aufgabengebiete durch eine streng hierarchische Organisationsstruktur der Bibliothek geprägt und begrenzt waren. Die Digitalisierung hat diese Ordnung in Bewegung gebracht und zahlreiche neue Aufgabenbereiche sowie Service- und Funktionsstellen entstehen lassen. Heute arbeiten Bibliothekar:innen mit den Wissenschaftler:innen in Forschung und Lehre zusammen, unterstützen Forschende im Umgang mit Forschungsdaten, entwickeln digitale Lernangebote für heterogene Zielgruppen und übernehmen Aufgaben in der Datenprozessierung. Das Handbuch richtet sich an die Aus-, Fort- und Weiterbildung, soll aber auch eine Standortbestimmung bibliothekarischen Handelns in der digital geprägten Informationswelt bieten. ; Die digitale Transformation stellt wissenschaftliche Bibliothekar:innen vor neue Herausforderungen, die nicht nur den praktischen Umgang mit neuen Technologien betreffen, sondern die eine neue Art des Handelns, Kommunizierens, Kooperierens sowie ein neues professionelles Rollenverständnis hervorgebracht haben. Dies entspricht längst nicht mehr dem klassischen Selbstverständnis des \glqqhöheren Dienstes\textquotedbl, in dessen Mittelpunkt eine auf den Bestand fokussierte Fachreferatsarbeit stand und dessen Aufgabengebiete durch eine streng hierarchische Organisationsstruktur der Bibliothek geprägt und begrenzt waren. Die Digitalisierung hat diese Ordnung in Bewegung gebracht und zahlreiche neue Aufgabenbereiche sowie Service- und Funktionsstellen entstehen lassen. Heute arbeiten Bibliothekar:innen mit den Wissenschaftler:innen in Forschung und Lehre zusammen, unterstützen Forschende im Umgang mit Forschungsdaten, entwickeln digitale Lernangebote für heterogene Zielgruppen und übernehmen Aufgaben in der Datenprozessierung. Das Handbuch richtet sich an die Aus-, Fort- und Weiterbildung, soll aber auch eine Standortbestimmung bibliothekarischen Handelns in der digital geprägten Informationswelt bieten","2024","2024-09-02 07:33:30","2024-09-02 07:33:30","","","","","","","","","De Gruyter Praxishandbuch","","","","De Gruyter","Basel/Berlin/Boston","","","","","","","","DOI: 134698","","","","","","Sühl-Strohmenger, Wilfried; Tappenbeck, Inka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NFJWQRZ","journalArticle","2022","Auberer, Benjamin; Berg-Weiß, Alexander; Gabriel, Vanessa; Spenger, Martin","Potentiale nutzen und Verbindungen herstellen: 1-16 Seiten / o-bib. Das offene Bibliotheksjournal / Herausgeber VDB, Bd. 9 Nr. 2 (2022)","o-bib. Das offene Bibliotheksjournal / Herausgeber VDB","","2363-9814","10.5282/o-bib/5783","https://www.o-bib.de/bib/article/view/5783","In diesem Artikel werden Handlungsoptionen und -spielräume wissenschaftlicher Bibliotheken im Kontext eines sich durch die Digitalisierung verändernden Aufgaben- und Anforderungsspektrums thematisiert. Dieses Themenfeld wird durch die Linse der Berufsgruppe der wissenschaftlichen Bibliothekar*innen bzw. Fachreferent*innen betrachtet. Bestehenden Strukturen, insbesondere den Fachreferaten, kommt in diesem Prozess eine besondere Rolle zu, bieten sie doch Chancen, neue Themen effizient und gezielt an der eigenen Einrichtung einzubinden. Durch die Übernahme neuer Aufgaben durch die Fachreferent*innen besteht jedoch der Bedarf einer Selbstvergewisserung, um adäquat auf neue Situationen reagieren zu können. Anhand des Beispiels Forschungsdatenmanagement (FDM) an der Universitätsbibliothek der LMU (UB der LMU) werden Möglichkeiten aufgezeigt, wie eine Kooperation zwischen FDM-Beratung, Fachreferaten und Forschenden aussehen kann. Welche Rolle spielen dabei Konzepte wie \glqqEmbedded Librarian\grqq oder \glqqData Literacy\grqq? Und wie können Fachreferent*innen einbezogen werden, um die FDM-Strukturen der eigenen Einrichtung erfolgreich weiterzuentwickeln?","2022","2024-07-08 09:28:01","2024-09-02 10:04:51","","1–16","","2","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T764W77N","book","2019","","Personalentwicklung und Forschungsdatenmanagement: Ein Blick auf die Anforderungsprofile in aktuellen Stellenausschreibungen","","","","","https://epub.uni-regensburg.de/51657/1/festschrift_osswald-1.pdf#page=11","","2019","2024-09-02 07:33:30","2024-09-02 07:33:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWN8UQUG","journalArticle","2019","Sadoghi, Mohammad; Blanas, Spyros","Outlook: The Era of Hardware Specialization and Beyond","Transaction Processing on Modern Hardware","","2153-5426","10.1007/978-3-031-01870-1‗ 8","https://link.springer.com/chapter/10.1007/978-3-031-01870-1_8","There are many open challenges ahead for transaction processing. A major challenge is the scalability of transaction processing when databases do not fit in the memory of a single node. This commonly arises with modern Hybrid Transactional-Analytical (HTAP)...","2019","2024-09-02 07:33:30","2024-09-02 07:33:30","","95–103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6K54K68","presentation","2019","Möllenkamp, Andreas","Open Science: Strategien und Best Practices in der Digitalisierung der Wissenschaft","","","","","https://www.hra-hamburg.de/pdf/folien-hra-spotlight-open-science.pdf","","2019-10-17","2024-09-02 07:33:29","2024-09-02 12:26:50","","","","","","","","","","","","","","Hamburg Research Academy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBM7NTEH","document","2022","Paulmann, Johannes; Wood, John Carter; Ceynowa, Klaus; Cremer, Fabian; Daniel, Silvia; Fähle, Daniel; Fichtl, Barbara; Haslinger, Peter; Hiltmann, Torsten; Hohls, Rüdiger; Lehmkuhl, Ursula; Lemaire, Marina; Maier, Gerald; Meiners, Ole; Minn, Gisela; Moeller, Katrin; Neuburger, Andreas; Prinz, Claudia; Razum, Matthias; Sack, Harald; Sauter, Johannes; Schäffler, Hildegard; Schlotheuber, Eva; Schmunk, Stefan; Stanzel, Arnost; Trischler, Helmuth; Wübbena, Thorsten","NFDI4Memory. Consortium for the historically oriented humanities. Proposal for the National Research Data Infrastructure (NFDI)","","","","","","Proposal for the consortium for the for the historically oriented humanities in the German national research data infrastructure (Nationale Forschungsdateninfrastruktur, “NFDI”). The application contains the scope and objectives, the composition and governance of the consotrium as well as the research data management strategy and the originally proposed work programme. NFDI4Memory aims to establish systematic, sustainable links between research, memory institutions and infrastructures; to integrate historical source criticism into data management; to build a network of the historically oriented research communities; to shape the knowledge order for the digital future of the past; to advance the analog / digital interface of historical source material and data; to generate standards for historical research data and sustainability; and to contribute to education and citizen participation.","2022","2024-07-08 09:28:01","2024-09-02 10:04:04","","","","","","","","","","","","","Zenodo","","","","","","","","","DOI: 10.5281/zenodo.7428489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QS2AT7IT","journalArticle","2023","Reidelbach, Marco; Ferrer, Eloi; Weber, Marcus","MaRDMO Plugin","Proceedings of the Conference on Research Data Infrastructure","","2941-296X","10.52825/cordi.v1i.254","","","2023","2024-09-02 07:33:28","2024-09-02 07:33:28","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I33V2F3W","conferencePaper","2019","Gebhart, Fabian; Kröger, Jan; Wedlich-Zachodin, Kerstin Vanessa; Tristram, Frank","Koordiniertes Forschungsdatenmanagement in Baden-Württemberg: Die Projekte bwFDM-Info und bw2FDM","","","","","https://publikationen.bibliothek.kit.edu/1000143799","Das Poster stellt die Tätigkeiten und Entwicklung der baden-württembergischen Landesprojekte bwFDM-Info I und II vor sowie die Pläne für das künftige Projekt bw2FDM.Ziel des Projekts bwFDM-Info I war es, freies Material zum Forschungsdatenmanagement für Forschende auf einem Informationsportal zur Verfügung zu stellen. Sie sollten sich auf forschungsdaten.info über Forschungsdatenmanagement informieren und an Best Practices orientieren können. Das Angebot stützte sich dabei auf den im Landesprojekt bwFDM-Communities identifizierten Bedarfen.Im Nachfolgeprojekt bwFDM-Info II verschob sich der Fokus hin zum Bekanntmachen der Plattform und Etablieren ihres nachhaltigen Betriebs. Die Universitäten Heidelberg, Hohenheim, Konstanz, Tübingen und das Karlsruher Instituts für Technologie (KIT) vereinbarten, den langfristigen Betrieb der Plattform sicherzustellen. Im Rahmen eines Beteiligungsmodells konnten weitere institutionelle und individuelle Partner aus Hessen, Nordrhein-Westfalen, Niedersachsen, Thüringen und Sachsen gewonnen werden, die die Plattform inhaltlich und strukturell weiter ausgebaut haben. Daneben haben die Projektpartner eine Instanz des DMP-Tools Research Data Management Organiser (RDMO) eingerichtet und auf der Webseite integriert.Vernetzung und Outreach waren weitere wichtige Themen von bwFDM-Info I und II. Mit dem Arbeitskreis der Forschungsdatenverantwortlichen aller Universitäten im Land (AK FDM) wurde ein Gremium etabliert, in dem sich die Beteiligten regelmäßig über ihre jeweiligen FDM-Aktivitäten austauschen und offene Fragen klären. Die E-Science-Tage 2017 in Heidelberg haben als erfolgreiche Fachkonferenz maßgebliche FDM-Akteure bundesweit zusammengebracht. Mit der Koordination der baden-württembergischen E-Science-Projekte aus den Bereichen Forschungsdatenmanagement und Virtuelle Forschungsumgebungen hat das Projekt bwFDM-Info deren Austausch gefördert und Synergien in der Entwicklung geweckt.Dieses erfolgreiche Konzept soll 2019 bis 2023 mit dem neuen Projekt bw2FDM weiterentwickelt werden. Ein Hauptziel ist es, die Aufbauaktivitäten der baden-württembergischen Science Data Centers (SDC) koordinierend zu begleiten, deren Vernetzung untereinander zu intensivieren und ihre Sichtbarkeit für die Forschungscommunities im In- und Ausland zu steigern. Damit soll auch die Nachnutzung der von den SDCs entwickelten Produkten für die Forschungscommunity ermöglicht werden. Die Weiterentwicklung des Info-Portals sowie die Fortführung der Konferenzreihe \glqqE-Science-Tage\grqq werden Fachkompetenzen zum Forschungsdatenmanagement auf nationaler Ebene weiter bündeln.Die Projekte zum Forschungsdatenmanagement bwFDM-Info I und II sowie bw2FDM wurden bzw. werden gefördert vom Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg.","2019","2024-09-02 07:33:28","2024-09-02 12:53:23","","","","","","","","","","","","","","","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZK5G2KB8","journalArticle","2018","Bauer, Bruno; Blumesberger, Susanne; Kann, Bettina; Steiner, Christoph; Stumpf, Markus; Wödl, Ute","Kooperativer Bericht vom 107. Deutschen Bibliothekartag: \glqqoffen & vernetzt\grqq (Berlin, 12.–15. Juni 2018)","Mitteilungen der Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare","","2791-4011","10.31263/voebm.v71i3-4.2170","https://journals.univie.ac.at/index.php/voebm/article/view/2150","Mitteilungen der Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare","2018","2024-09-02 07:33:28","2024-09-02 07:33:28","","475–507","","3-4","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
